student_code,name,age,gender,class_level,semester,study_hours,sleep_hours,screen_time,study_days,attendance,previous_marks,exam_score,passed
STU-01447,Aaradhya Kumar,14,Female,9th,Semester 4,2.4,7.3,9.1,4,71.9,55.2,48.1,0
STU-01448,Aaryan Deshmukh,18,Male,12th,Semester 1,2.7,7.7,6.9,4,95.5,59.7,52.6,1
STU-01449,Kavya Kulkarni,17,Female,12th,Semester 3,2.1,6.3,1.2,4,91.0,74.3,50.4,1
STU-01450,Sara Verma,16,Female,11th,Semester 4,4.0,7.1,1.9,6,82.9,61.1,61.4,1
STU-01451,Riya Kulkarni,18,Female,12th,Semester 3,7.9,6.4,2.4,7,93.0,83.4,87.5,1
STU-01452,Sara Iyer,19,Female,Undergraduate,Semester 1,1.2,6.2,1.7,3,79.7,53.6,45.7,0
STU-01453,Saanvi Mehta,17,Female,12th,Semester 1,2.7,5.8,6.6,5,62.5,44.0,35.1,0
STU-01454,Arnav Rao,15,Male,9th,Semester 2,3.4,6.0,6.1,6,86.9,67.4,60.3,1
STU-01455,Ishaan Deshmukh,17,Male,11th,Semester 2,5.3,6.7,4.9,7,61.3,69.0,61.2,1
STU-01456,Sneha Gupta,16,Female,12th,Semester 2,2.8,6.2,4.8,5,85.9,63.8,53.8,1
STU-01457,Dhruv Mehta,16,Male,9th,Semester 3,1.8,6.5,4.9,3,61.0,38.5,42.2,0
STU-01458,Pooja Rao,22,Female,Undergraduate,Semester 1,1.7,7.4,1.0,4,71.0,65.9,51.3,1
STU-01459,Navya Nair,16,Female,9th,Semester 2,2.4,7.3,3.0,4,87.7,62.0,60.6,1
STU-01460,Kavya Bose,21,Female,Undergraduate,Semester 1,2.0,6.7,0.9,4,82.5,62.2,55.7,1
STU-01461,Isha Rao,18,Female,12th,Semester 4,4.5,5.1,1.3,7,66.2,68.4,52.2,1
STU-01462,Tara Choudhury,16,Female,11th,Semester 2,1.4,7.4,2.6,3,97.9,61.3,55.5,1
STU-01463,Angel Reddy,18,Female,Undergraduate,Semester 4,3.2,7.8,1.7,5,72.6,80.5,59.7,1
STU-01464,Kavya Singh,16,Female,10th,Semester 3,1.5,6.9,11.0,3,40.0,30.0,16.9,0
STU-01465,Navya Joshi,17,Female,11th,Semester 4,2.8,6.8,4.3,5,87.3,78.9,57.9,1
STU-01466,Tanvi Bhat,15,Female,10th,Semester 4,6.0,7.8,2.5,7,79.3,70.8,68.1,1
STU-01467,Shaurya Bhat,16,Male,9th,Semester 4,6.2,6.5,1.4,7,72.6,72.4,63.6,1
STU-01468,Pranav Bose,14,Male,10th,Semester 1,6.1,7.0,4.2,7,40.0,41.2,57.8,1
STU-01469,Riya Gupta,16,Female,10th,Semester 2,3.4,8.5,3.0,5,74.2,59.9,56.1,1
STU-01470,Pooja Chouhan,17,Female,11th,Semester 4,5.0,6.9,2.8,7,80.9,70.4,69.9,1
STU-01471,Khushi Sharma,17,Female,11th,Semester 2,2.3,6.7,4.4,4,80.9,71.5,66.9,1
STU-01472,Navya Mehta,18,Female,11th,Semester 1,2.9,9.1,2.3,5,40.0,44.1,39.9,0
STU-01473,Pranav Kapoor,17,Male,11th,Semester 4,2.7,6.3,11.0,4,62.7,33.2,28.7,0
STU-01474,Vivaan Chouhan,20,Male,Undergraduate,Semester 1,2.4,7.6,0.7,5,52.9,48.4,47.1,0
STU-01475,Navya Banerjee,15,Female,10th,Semester 1,5.3,6.7,3.8,7,89.0,66.5,64.7,1
STU-01476,Muhammad Kapoor,16,Male,9th,Semester 1,3.8,7.3,4.8,7,62.2,53.1,40.8,0
STU-01477,Aaryan Das,16,Male,10th,Semester 4,3.8,6.1,6.8,6,85.3,64.7,61.4,1
STU-01478,Rohan Das,16,Male,11th,Semester 2,6.3,7.1,5.5,7,91.5,84.2,66.7,1
STU-01479,Aditya Deshmukh,17,Male,11th,Semester 3,3.1,5.9,4.2,6,80.1,56.6,59.4,1
STU-01480,Pari Reddy,15,Female,10th,Semester 1,1.2,8.1,3.0,2,84.7,53.6,51.0,1
STU-01481,Muhammad Malhotra,16,Male,10th,Semester 3,1.6,6.2,5.1,3,72.3,51.2,45.3,0
STU-01482,Advik Singh,14,Other,9th,Semester 4,3.2,6.3,2.3,6,80.0,68.4,66.8,1
STU-01483,Arjun Kapoor,17,Male,12th,Semester 1,2.7,5.9,4.0,4,84.5,59.2,55.0,1
STU-01484,Pooja Rao,15,Female,10th,Semester 2,2.1,7.5,6.9,4,83.9,66.0,61.3,1
STU-01485,Krishna Rao,16,Male,11th,Semester 3,0.8,6.6,0.9,2,89.3,65.7,48.2,0
STU-01486,Kabir Bose,18,Male,11th,Semester 3,3.1,7.4,3.8,5,78.2,58.7,59.0,1
STU-01487,Meera Joshi,16,Female,10th,Semester 3,2.9,7.4,1.1,5,71.2,60.5,50.5,1
STU-01488,Meera Singh,14,Female,9th,Semester 4,3.2,5.9,4.2,6,77.2,59.4,53.3,1
STU-01489,Vivaan Patel,16,Male,10th,Semester 3,1.4,6.7,0.9,3,68.9,64.2,42.5,0
STU-01490,Vihaan Mishra,16,Male,12th,Semester 2,2.3,6.3,2.0,4,63.2,55.5,39.2,0
STU-01491,Muhammad Choudhury,17,Male,12th,Semester 3,2.1,6.9,6.8,4,89.3,49.5,49.8,0
STU-01492,Arjun Deshmukh,15,Male,10th,Semester 1,6.6,6.8,4.5,7,65.3,59.7,63.5,1
STU-01493,Priyanka Joshi,16,Female,11th,Semester 1,3.0,7.3,2.0,5,91.6,73.9,62.3,1
STU-01494,Ishaan Kapoor,15,Male,9th,Semester 1,9.6,7.6,6.5,7,95.0,77.0,83.9,1
STU-01495,Avani Rao,17,Female,12th,Semester 4,3.5,7.0,2.9,5,89.2,74.6,66.6,1
STU-01496,Anushka Reddy,15,Female,10th,Semester 3,3.0,7.8,1.0,5,92.9,72.6,69.4,1
STU-01497,Vivaan Patel,19,Male,Undergraduate,Semester 1,3.2,8.0,5.4,6,85.9,68.0,53.5,1
STU-01498,Rohan Patel,15,Male,9th,Semester 3,6.8,7.0,1.5,7,65.0,69.7,69.5,1
STU-01499,Navya Mishra,16,Female,10th,Semester 3,1.6,8.0,1.2,3,77.6,54.2,45.7,0
STU-01500,Riya Bhat,16,Female,10th,Semester 1,2.0,5.2,3.6,4,93.6,60.0,53.9,1
STU-01501,Krishna Choudhury,16,Male,9th,Semester 1,7.2,7.1,4.2,7,71.1,74.0,81.3,1
STU-01502,Tanvi Banerjee,16,Female,11th,Semester 3,3.4,6.1,3.2,5,92.4,63.9,51.9,1
STU-01503,Diya Banerjee,18,Female,12th,Semester 3,4.7,6.8,4.2,7,91.7,76.0,68.9,1
STU-01504,Avani Iyer,16,Female,9th,Semester 2,6.4,7.0,3.0,7,67.5,53.8,63.0,1
STU-01505,Riya Deshmukh,16,Female,9th,Semester 3,7.7,6.0,3.8,7,86.9,77.7,69.6,1
STU-01506,Sai Deshmukh,18,Male,12th,Semester 2,4.4,6.4,3.8,7,80.2,70.4,62.4,1
STU-01507,Reyansh Nair,19,Male,Undergraduate,Semester 1,10.5,6.8,1.9,7,80.4,87.6,83.3,1
STU-01508,Arjun Patel,18,Male,Undergraduate,Semester 3,0.7,7.3,3.5,3,74.0,42.1,45.3,0
STU-01509,Dev Kulkarni,22,Male,Undergraduate,Semester 3,2.1,7.3,3.9,5,59.9,49.5,43.8,0
STU-01510,Riya Mishra,14,Female,10th,Semester 4,2.5,6.8,2.8,4,58.7,59.9,56.8,1
STU-01511,Sara Kulkarni,16,Female,11th,Semester 4,3.9,6.1,2.8,7,59.2,61.9,55.6,1
STU-01512,Saanvi Verma,16,Female,11th,Semester 4,5.5,7.9,3.1,7,56.2,69.7,60.7,1
STU-01513,Aditya Malhotra,16,Male,10th,Semester 3,4.9,8.3,1.4,7,74.3,72.6,62.4,1
STU-01514,Siddharth Bose,14,Male,9th,Semester 3,1.0,6.7,1.8,3,78.3,62.0,53.4,1
STU-01515,Atharv Rao,16,Male,10th,Semester 1,0.6,6.0,2.9,3,96.3,63.0,48.7,0
STU-01516,Sara Iyer,18,Female,12th,Semester 4,2.1,7.8,2.4,5,93.7,73.1,67.1,1
STU-01517,Ananya Banerjee,14,Female,10th,Semester 1,3.4,8.5,5.5,6,85.7,49.1,54.4,1
STU-01518,Angel Bhat,20,Female,Undergraduate,Semester 2,1.9,7.8,1.9,4,92.7,71.3,63.4,1
STU-01519,Anika Banerjee,19,Female,Undergraduate,Semester 3,6.9,7.9,3.6,7,95.1,85.2,73.1,1
STU-01520,Anika Rao,21,Female,Undergraduate,Semester 3,4.0,6.8,3.2,7,91.3,64.7,72.9,1
STU-01521,Tanvi Das,16,Female,9th,Semester 1,2.1,8.5,6.3,4,73.0,49.6,46.5,0
STU-01522,Advik Joshi,17,Male,11th,Semester 4,5.9,6.6,6.6,7,93.4,86.2,70.9,1
STU-01523,Krishna Chouhan,16,Male,11th,Semester 4,6.1,7.0,3.7,7,85.9,67.9,67.6,1
STU-01524,Muhammad Singh,17,Male,12th,Semester 2,2.4,6.8,8.7,5,86.7,50.0,47.0,0
STU-01525,Siddharth Reddy,15,Male,9th,Semester 4,2.7,8.6,1.3,5,89.0,68.3,61.0,1
STU-01526,Ananya Iyer,16,Female,11th,Semester 3,10.8,7.9,8.0,7,77.2,81.5,79.7,1
STU-01527,Arjun Sharma,16,Male,12th,Semester 4,4.6,8.2,2.6,7,84.1,70.9,66.7,1
STU-01528,Anushka Verma,15,Other,9th,Semester 1,6.1,6.3,5.6,7,81.5,61.8,55.9,1
STU-01529,Tanvi Kumar,16,Female,9th,Semester 3,8.5,5.4,2.8,7,97.4,73.4,77.7,1
STU-01530,Kavya Verma,14,Female,10th,Semester 2,1.8,5.9,2.8,4,77.4,53.7,50.3,1
STU-01531,Aaryan Kapoor,20,Male,Undergraduate,Semester 2,2.5,6.4,3.4,4,88.7,62.3,53.1,1
STU-01532,Reyansh Singh,16,Male,12th,Semester 3,5.0,5.9,2.1,7,62.5,71.3,61.8,1
STU-01533,Reyansh Kumar,22,Male,Undergraduate,Semester 1,3.2,5.5,3.7,5,79.3,67.0,69.7,1
STU-01534,Kabir Joshi,16,Male,10th,Semester 1,9.5,4.5,1.8,7,72.4,92.9,71.3,1
STU-01535,Sneha Reddy,16,Female,10th,Semester 1,6.1,6.5,4.0,7,82.3,87.5,75.5,1
STU-01536,Arjun Bose,16,Male,12th,Semester 2,2.9,6.4,3.4,5,94.6,62.3,61.8,1
STU-01537,Saanvi Gupta,14,Female,10th,Semester 4,3.6,7.2,0.5,6,82.1,79.2,74.4,1
STU-01538,Aaradhya Nair,14,Female,10th,Semester 3,3.2,4.3,1.9,6,79.1,70.0,53.6,1
STU-01539,Khushi Das,16,Female,12th,Semester 3,1.6,5.6,1.6,3,92.7,54.5,56.6,1
STU-01540,Diya Sharma,19,Female,Undergraduate,Semester 3,3.4,5.9,2.4,5,66.2,72.0,57.5,1
STU-01541,Muhammad Deshmukh,17,Male,11th,Semester 2,0.7,7.3,7.4,2,46.8,41.4,33.6,0
STU-01542,Kavya Das,16,Female,10th,Semester 3,6.0,8.2,6.6,7,40.0,54.8,51.8,1
STU-01543,Krishna Bhat,15,Male,10th,Semester 3,3.7,6.1,1.7,6,82.8,70.8,58.2,1
STU-01544,Navya Singh,14,Female,10th,Semester 3,2.0,6.0,3.6,3,40.0,39.6,30.0,0
STU-01545,Kavya Verma,16,Female,12th,Semester 2,3.1,6.0,2.3,5,64.7,54.3,58.5,1
STU-01546,Meera Bhat,16,Female,12th,Semester 2,4.8,5.1,2.8,7,89.5,72.7,65.6,1
STU-01547,Rohan Mehta,16,Male,12th,Semester 2,9.1,8.3,3.6,7,78.1,81.2,80.7,1
STU-01548,Atharv Das,14,Male,9th,Semester 4,4.4,6.6,2.2,7,86.9,72.1,69.6,1
STU-01549,Avani Verma,18,Female,11th,Semester 2,5.3,5.8,3.4,7,84.9,83.9,75.7,1
STU-01550,Aditya Iyer,16,Male,12th,Semester 1,1.8,6.7,0.7,4,74.4,60.2,51.7,1
STU-01551,Dev Kapoor,17,Male,12th,Semester 4,3.0,6.4,10.5,6,66.5,44.9,42.1,0
STU-01552,Siddharth Iyer,18,Male,12th,Semester 3,3.9,6.7,6.0,6,51.0,52.0,51.6,1
STU-01553,Arjun Deshmukh,18,Male,12th,Semester 2,1.6,7.4,2.6,3,69.4,47.3,47.5,0
STU-01554,Tara Das,18,Female,12th,Semester 1,1.5,5.3,4.2,3,70.5,60.0,55.1,1
STU-01555,Sara Iyer,17,Female,11th,Semester 3,6.4,7.8,2.0,7,50.9,59.5,74.3,1
STU-01556,Muhammad Bose,15,Male,9th,Semester 2,3.4,8.7,0.6,5,67.3,54.3,39.7,0
STU-01557,Advik Choudhury,17,Male,12th,Semester 1,1.9,8.5,1.5,3,72.6,57.3,59.6,1
STU-01558,Dhruv Bose,19,Male,Undergraduate,Semester 2,3.0,7.0,3.5,6,84.1,67.5,55.9,1
STU-01559,Krishna Nair,16,Male,11th,Semester 2,2.3,5.4,5.9,5,78.4,52.8,47.5,0
STU-01560,Atharv Mehta,16,Male,9th,Semester 4,0.7,6.5,1.6,3,94.7,68.1,55.8,1
STU-01561,Meera Kulkarni,15,Female,10th,Semester 4,3.3,6.5,1.1,6,93.1,70.9,65.3,1
STU-01562,Aadhya Nair,18,Female,11th,Semester 2,2.6,6.9,1.5,5,88.6,61.6,60.9,1
STU-01563,Priyanka Nair,16,Female,11th,Semester 2,0.8,4.9,5.7,3,84.3,52.3,45.1,0
STU-01564,Dhruv Banerjee,18,Male,11th,Semester 2,2.9,8.4,2.4,5,40.0,40.6,38.5,0
STU-01565,Riya Sharma,18,Female,12th,Semester 4,2.5,7.5,4.5,5,67.4,53.9,49.2,0
STU-01566,Krishna Kapoor,16,Male,10th,Semester 3,2.0,7.9,5.4,4,72.6,58.5,52.6,1
STU-01567,Atharv Mehta,18,Male,12th,Semester 2,2.3,7.9,2.0,4,92.5,62.6,61.3,1
STU-01568,Shaurya Nair,16,Male,12th,Semester 2,1.6,6.5,6.1,3,79.9,54.1,38.1,0
STU-01569,Sneha Gupta,15,Female,9th,Semester 1,2.8,5.7,3.8,4,94.8,68.6,63.9,1
STU-01570,Aaryan Bhat,17,Male,11th,Semester 1,2.1,7.5,0.8,4,83.7,60.8,65.8,1
STU-01571,Vihaan Gupta,17,Male,11th,Semester 2,7.1,8.4,1.7,7,91.7,81.4,72.0,1
STU-01572,Rohan Kumar,15,Male,10th,Semester 4,4.2,6.5,5.4,7,77.8,48.9,46.0,0
STU-01573,Angel Patel,15,Female,9th,Semester 4,4.8,6.5,3.8,7,51.7,42.9,44.5,0
STU-01574,Aarav Rao,16,Male,9th,Semester 1,2.4,7.3,2.1,4,68.6,67.9,59.8,1
STU-01575,Myra Kapoor,14,Female,10th,Semester 1,2.5,7.2,4.9,4,72.4,51.9,42.8,0
STU-01576,Kabir Mehta,17,Male,12th,Semester 4,3.1,6.2,0.5,5,66.9,61.5,63.6,1
STU-01577,Sai Mehta,18,Male,Undergraduate,Semester 3,3.0,6.9,1.9,5,91.5,68.1,69.0,1
STU-01578,Arjun Mehta,16,Male,12th,Semester 3,5.7,5.5,1.3,7,81.3,70.6,63.7,1
STU-01579,Diya Kumar,21,Female,Undergraduate,Semester 2,2.3,6.7,5.8,4,81.9,63.4,60.4,1
STU-01580,Ayaan Gupta,15,Male,10th,Semester 1,6.2,9.0,1.6,7,83.4,65.2,69.4,1
STU-01581,Advik Joshi,22,Male,Undergraduate,Semester 4,1.8,6.7,2.1,4,61.9,54.8,44.3,0
STU-01582,Pari Chouhan,18,Female,Undergraduate,Semester 2,1.0,5.3,4.6,3,81.0,52.6,48.1,0
STU-01583,Angel Joshi,16,Female,11th,Semester 3,1.7,6.9,5.7,3,64.9,64.4,47.5,0
STU-01584,Aditya Nair,15,Male,9th,Semester 1,0.7,7.4,5.9,2,78.4,60.1,43.8,0
STU-01585,Tanvi Gupta,14,Female,9th,Semester 2,0.7,7.9,0.9,2,71.0,47.2,44.6,0
STU-01586,Muhammad Bose,15,Male,9th,Semester 4,3.4,6.8,5.3,5,72.5,46.3,43.6,0
STU-01587,Anushka Joshi,16,Female,10th,Semester 4,9.0,7.0,1.9,7,58.2,76.3,78.3,1
STU-01588,Shaurya Reddy,18,Male,Undergraduate,Semester 2,3.4,6.1,3.3,6,71.8,56.4,56.0,1
STU-01589,Khushi Singh,18,Female,Undergraduate,Semester 3,2.9,7.6,1.0,5,53.1,57.1,45.4,0
STU-01590,Vivaan Kulkarni,16,Male,10th,Semester 4,2.0,7.6,2.0,4,77.9,66.2,53.0,1
STU-01591,Pranav Das,16,Male,10th,Semester 1,3.3,6.8,0.5,6,65.9,65.6,46.7,0
STU-01592,Priyanka Deshmukh,14,Female,9th,Semester 4,4.2,7.4,2.6,7,69.5,66.3,64.4,1
STU-01593,Dhruv Bose,15,Male,9th,Semester 2,5.5,6.8,6.8,7,57.3,56.2,56.3,1
STU-01594,Angel Verma,17,Female,12th,Semester 1,7.8,6.9,3.5,7,55.7,86.4,77.0,1
STU-01595,Pranav Das,16,Male,11th,Semester 2,1.4,7.4,5.1,3,79.8,55.4,42.9,0
STU-01596,Anand Choudhury,14,Male,10th,Semester 4,4.0,7.6,4.4,7,85.2,76.5,73.0,1
STU-01597,Priyanka Mehta,17,Female,11th,Semester 4,3.0,5.8,1.8,6,88.5,61.5,59.4,1
STU-01598,Diya Das,14,Female,10th,Semester 2,0.9,6.7,3.5,2,48.7,43.3,30.6,0
STU-01599,Vivaan Choudhury,18,Male,11th,Semester 4,7.9,7.2,0.7,7,50.1,74.9,77.2,1
STU-01600,Ishaan Verma,15,Male,10th,Semester 1,4.3,5.9,4.5,6,85.1,69.4,67.8,1
STU-01601,Sneha Deshmukh,16,Female,10th,Semester 4,4.0,7.6,0.6,7,86.9,76.3,68.5,1
STU-01602,Advik Reddy,16,Male,10th,Semester 4,8.3,6.4,0.5,7,89.4,99.0,100.0,1
STU-01603,Anika Joshi,18,Other,12th,Semester 4,2.6,9.0,1.4,4,93.8,61.1,64.8,1
STU-01604,Pari Joshi,14,Female,10th,Semester 1,5.6,6.6,1.1,7,77.3,75.2,70.0,1
STU-01605,Saanvi Mehta,14,Female,9th,Semester 1,4.7,7.7,2.6,7,40.0,55.6,51.5,1
STU-01606,Advaith Sharma,21,Male,Undergraduate,Semester 4,2.6,6.4,4.0,5,67.7,52.0,49.4,0
STU-01607,Tanvi Chouhan,18,Female,Undergraduate,Semester 2,1.1,6.7,4.6,2,93.7,61.5,56.3,1
STU-01608,Aadhya Mishra,18,Female,12th,Semester 2,2.2,6.8,6.4,5,84.5,58.7,45.2,0
STU-01609,Kavya Choudhury,17,Female,12th,Semester 1,9.3,6.5,2.9,7,93.2,77.6,82.8,1
STU-01610,Advaith Das,22,Male,Undergraduate,Semester 2,2.4,7.5,0.6,4,76.8,69.2,50.5,1
STU-01611,Shaurya Kapoor,15,Male,10th,Semester 2,8.6,5.0,3.1,7,92.6,88.1,79.9,1
STU-01612,Meera Bose,19,Female,Undergraduate,Semester 4,2.2,9.1,1.9,5,68.2,64.7,52.6,1
STU-01613,Arnav Verma,17,Male,12th,Semester 2,0.8,7.7,10.3,3,89.1,46.2,52.1,1
STU-01614,Advaith Sharma,15,Male,10th,Semester 1,5.4,4.8,2.7,7,90.8,80.7,71.6,1
STU-01615,Anika Das,18,Female,12th,Semester 3,4.3,6.6,4.8,6,83.2,78.1,72.3,1
STU-01616,Shaurya Kapoor,15,Male,10th,Semester 4,6.3,4.3,11.0,7,87.1,57.2,33.5,0
STU-01617,Isha Iyer,22,Female,Undergraduate,Semester 2,3.0,8.1,1.8,5,69.0,52.8,40.9,0
STU-01618,Reyansh Choudhury,16,Male,9th,Semester 3,3.2,5.9,4.9,6,95.3,66.0,68.1,1
STU-01619,Aditya Mehta,16,Male,9th,Semester 1,2.8,7.2,3.4,5,73.1,66.5,46.1,0
STU-01620,Saanvi Patel,16,Female,10th,Semester 1,4.1,6.6,1.4,6,70.2,61.7,65.5,1
STU-01621,Aanya Bose,17,Female,12th,Semester 2,10.6,8.2,4.4,7,77.1,96.3,91.1,1
STU-01622,Navya Mehta,15,Female,9th,Semester 3,2.6,7.6,1.7,4,78.9,62.0,59.7,1
STU-01623,Advaith Nair,22,Male,Undergraduate,Semester 1,4.4,8.1,0.8,6,75.2,78.9,76.9,1
STU-01624,Ayaan Kapoor,17,Male,11th,Semester 1,2.5,5.3,3.0,5,81.0,62.2,50.9,1
STU-01625,Ayaan Gupta,16,Male,12th,Semester 2,2.2,7.1,1.7,5,96.1,81.1,75.6,1
STU-01626,Kavya Chouhan,16,Female,9th,Semester 4,4.0,6.0,5.4,7,65.0,63.1,48.6,0
STU-01627,Avani Sharma,18,Female,12th,Semester 4,0.9,6.0,1.9,2,90.2,69.9,68.1,1
STU-01628,Ishaan Joshi,18,Male,12th,Semester 3,3.1,5.0,1.5,5,89.9,61.5,55.2,1
STU-01629,Avani Joshi,16,Female,12th,Semester 3,3.1,8.9,3.9,6,65.9,46.8,43.8,0
STU-01630,Shaurya Patel,15,Male,10th,Semester 3,4.4,6.9,1.4,7,82.3,73.2,68.9,1
STU-01631,Priyanka Das,19,Female,Undergraduate,Semester 2,1.4,5.4,3.5,3,70.4,50.5,41.3,0
STU-01632,Priyanka Choudhury,14,Female,10th,Semester 2,1.1,8.7,2.7,2,94.8,72.9,61.7,1
STU-01633,Aaradhya Reddy,15,Female,10th,Semester 4,1.8,9.8,5.0,4,87.2,52.9,52.0,1
STU-01634,Tanvi Rao,14,Female,10th,Semester 4,3.5,5.5,6.0,6,66.6,52.1,43.3,0
STU-01635,Arnav Gupta,18,Male,11th,Semester 4,8.3,6.7,9.1,7,95.7,79.2,64.1,1
STU-01636,Reyansh Verma,16,Male,11th,Semester 3,2.8,7.5,4.2,4,91.2,69.9,59.2,1
STU-01637,Pranav Bose,16,Male,9th,Semester 4,3.6,6.7,2.9,6,93.7,62.7,58.8,1
STU-01638,Reyansh Kumar,16,Male,11th,Semester 3,2.4,8.6,4.6,5,70.7,57.3,52.0,1
STU-01639,Pari Kulkarni,22,Female,Undergraduate,Semester 4,0.6,6.5,2.6,2,73.2,56.3,47.7,0
STU-01640,Priyanka Choudhury,17,Female,11th,Semester 4,3.6,10.0,3.8,6,74.0,56.5,48.3,0
STU-01641,Krishna Chouhan,19,Male,Undergraduate,Semester 1,3.5,5.9,2.3,5,85.9,63.8,61.1,1
STU-01642,Priyanka Malhotra,15,Female,10th,Semester 3,5.8,8.6,1.8,7,46.6,72.9,56.5,1
STU-01643,Tanvi Mishra,16,Female,11th,Semester 1,3.3,6.5,3.8,6,86.6,62.5,59.5,1
STU-01644,Aaryan Chouhan,20,Male,Undergraduate,Semester 2,2.9,7.6,2.2,4,90.1,77.7,66.0,1
STU-01645,Ananya Mishra,14,Female,10th,Semester 2,3.7,7.6,2.2,5,72.8,61.5,50.9,1
STU-01646,Dev Kapoor,15,Male,9th,Semester 3,1.8,7.3,2.9,4,72.8,57.7,53.4,1
STU-01647,Aditya Verma,16,Male,11th,Semester 2,5.0,6.3,1.8,7,77.3,70.3,60.3,1
STU-01648,Pranav Choudhury,16,Male,10th,Semester 3,1.8,9.1,3.1,3,79.6,64.4,51.8,1
STU-01649,Vivaan Gupta,18,Male,11th,Semester 4,3.6,7.8,4.9,6,63.0,50.7,48.3,0
STU-01650,Pooja Choudhury,22,Female,Undergraduate,Semester 1,3.4,6.8,3.1,5,94.1,70.5,62.5,1
STU-01651,Anushka Mishra,18,Female,11th,Semester 4,5.2,7.6,2.9,7,88.6,74.6,73.7,1
STU-01652,Ayaan Patel,16,Male,9th,Semester 3,4.2,4.9,1.4,6,70.2,68.3,61.6,1
STU-01653,Pooja Mehta,20,Female,Undergraduate,Semester 4,6.7,9.4,1.1,7,83.4,75.9,76.6,1
STU-01654,Ananya Iyer,14,Female,10th,Semester 2,6.4,8.0,3.1,7,71.0,75.6,68.2,1
STU-01655,Reyansh Das,22,Male,Undergraduate,Semester 2,2.1,6.2,0.5,5,61.1,53.6,44.1,0
STU-01656,Sai Bhat,18,Male,11th,Semester 3,1.2,8.0,7.2,2,62.8,46.2,34.2,0
STU-01657,Navya Joshi,14,Female,10th,Semester 2,2.6,5.4,3.6,5,85.9,55.3,50.8,1
STU-01658,Reyansh Reddy,22,Male,Undergraduate,Semester 3,3.4,8.7,4.1,5,40.0,37.8,36.5,0
STU-01659,Muhammad Kumar,16,Male,11th,Semester 1,3.3,7.7,3.0,6,92.3,70.0,60.2,1
STU-01660,Navya Chouhan,17,Female,12th,Semester 2,4.2,7.2,1.8,6,91.8,74.3,75.4,1
STU-01661,Ishaan Deshmukh,18,Male,12th,Semester 1,3.2,8.2,2.1,5,72.5,59.0,53.4,1
STU-01662,Aadhya Nair,17,Female,11th,Semester 2,2.5,7.1,1.0,5,85.5,64.7,69.6,1
STU-01663,Kavya Joshi,18,Female,12th,Semester 4,2.8,8.8,1.0,4,77.4,72.6,61.0,1
STU-01664,Advik Verma,15,Male,9th,Semester 3,2.9,7.2,5.6,4,92.4,71.3,58.0,1
STU-01665,Diya Kumar,18,Female,12th,Semester 1,4.4,7.7,2.2,7,80.2,63.0,56.8,1
STU-01666,Dhruv Gupta,22,Male,Undergraduate,Semester 1,2.0,8.0,1.6,4,71.0,47.7,50.6,1
STU-01667,Kabir Deshmukh,18,Male,Undergraduate,Semester 2,2.3,6.6,2.0,4,88.1,67.4,56.8,1
STU-01668,Sara Banerjee,14,Female,9th,Semester 3,3.1,6.4,3.3,5,91.0,65.2,63.2,1
STU-01669,Ishaan Bhat,16,Male,10th,Semester 4,8.6,6.6,4.2,7,95.8,85.6,86.2,1
STU-01670,Myra Choudhury,18,Female,Undergraduate,Semester 3,1.8,6.4,2.4,3,97.1,68.4,61.3,1
STU-01671,Aaryan Das,16,Male,12th,Semester 4,3.6,6.6,0.8,5,81.7,76.6,66.2,1
STU-01672,Saanvi Bose,15,Female,9th,Semester 3,3.0,9.2,5.4,5,72.7,59.9,47.2,0
STU-01673,Aanya Rao,16,Female,9th,Semester 2,1.6,7.7,6.6,4,68.5,51.1,44.8,0
STU-01674,Anushka Mishra,16,Female,10th,Semester 4,3.1,6.2,4.6,6,90.4,55.2,47.4,0
STU-01675,Advik Kapoor,15,Male,10th,Semester 3,6.2,6.1,1.6,7,95.3,81.7,76.5,1
STU-01676,Atharv Chouhan,21,Male,Undergraduate,Semester 1,5.4,7.1,1.6,7,80.4,74.1,74.4,1
STU-01677,Sneha Banerjee,17,Female,11th,Semester 4,3.0,8.2,3.3,5,80.2,58.9,56.7,1
STU-01678,Riya Verma,20,Female,Undergraduate,Semester 1,0.5,6.1,5.3,3,71.3,42.7,38.8,0
STU-01679,Kabir Malhotra,16,Male,9th,Semester 1,0.8,6.7,8.6,2,90.9,49.1,39.7,0
STU-01680,Kavya Kumar,16,Female,10th,Semester 1,4.4,8.1,6.6,6,98.7,67.6,66.1,1
STU-01681,Advaith Das,18,Male,11th,Semester 4,2.3,6.2,6.1,5,87.1,63.2,48.9,0
STU-01682,Isha Bhat,18,Female,12th,Semester 2,3.0,5.2,8.1,6,89.8,61.4,50.5,1
STU-01683,Isha Rao,18,Female,11th,Semester 4,2.3,6.8,11.0,4,96.0,57.7,55.0,1
STU-01684,Anika Patel,22,Female,Undergraduate,Semester 3,4.9,7.8,4.7,7,84.1,56.1,54.4,1
STU-01685,Saanvi Nair,16,Female,10th,Semester 2,3.0,4.4,1.6,5,88.1,59.6,57.0,1
STU-01686,Meera Mehta,16,Female,12th,Semester 4,0.6,5.4,3.2,2,58.6,62.2,43.5,0
STU-01687,Krishna Joshi,17,Male,11th,Semester 2,5.9,7.9,4.2,7,92.1,81.5,84.8,1
